ibnr;ld;dst;kz;name;length;namel;dstabk;gonr;goabk;gdenr;gemeinde;kt;bp;vp;vg;vd;ycoord;xcoord;height;karte1;karte2
8595616;85;95616;9;Kreuzlingen, Gaissberg;22;;;727;VSK-bkk;4671;Kreuzlingen;TG;*;*;;;730'855;277'942;452;▲;▲
8581681;85;81681;9;Kreuzlingen, Gaissbergstrasse;29;;;801;PAG;4671;Kreuzlingen;TG;*;*;;;731'029;277'955;445;▲;▲
8594584;85;94584;0;Kreuzlingen, Granegg;20;;;727;VSK-bkk;4671;Kreuzlingen;TG;*;*;;;729'110;278'611;440;▲;▲
8594917;85;94917;2;Kreuzlingen, Grenzstrasse;25;;;727;VSK-bkk;4671;Kreuzlingen;TG;*;*;;;730'163;279'641;401;▲;▲
8581696;85;81696;7;Kreuzlingen, Hauptzoll;22;;;801;PAG;4671;Kreuzlingen;TG;*;*;;;730'319;279'695;405;▲;▲
8581697;85;81697;5;Kreuzlingen, Helvetiaplatz;26;;;801;PAG;4671;Kreuzlingen;TG;*;*;;;730'334;279'489;407;▲;▲
8573391;85;73391;5;Kreuzlingen, Jakobshöhe;23;;;801;PAG;4671;Kreuzlingen;TG;*;*;;;729'832;278'126;465;▲;▲
8594894;85;94894;3;Kreuzlingen, Käsbach;20;;;727;VSK-bkk;4671;Kreuzlingen;TG;*;*;;;731'646;277'802;437;▲;▲
8594905;85;94905;7;Kreuzlingen, Kantonsschule;26;;;727;VSK-bkk;4671;Kreuzlingen;TG;*;*;;;730'846;279'039;402;▲;▲
8581885;85;81885;6;Kreuzlingen, Karussell;22;;;801;PAG;4671;Kreuzlingen;TG;*;*;;;730'288;279'135;412;▲;▲
8573392;85;73392;3;Kreuzlingen, Kirche Bernrain;28;;;801;PAG;4671;Kreuzlingen;TG;*;*;;;729'102;277'689;506;▲;▲
8573402;85;73402;0;Kreuzlingen, Kolosseumplatz;27;;;801;PAG;4671;Kreuzlingen;TG;*;*;;;730'111;278'846;414;▲;▲
8594916;85;94916;4;Kreuzlingen, Konstanzerstrasse;30;;;727;VSK-bkk;4671;Kreuzlingen;TG;*;*;;;729'954;279'720;401;▲;▲
8573408;85;73408;7;Kreuzlingen, Kurzrickenbach;27;;;801;PAG;4671;Kreuzlingen;TG;*;*;;;731'923;278'078;412;▲;▲
8594900;85;94900;8;Kreuzlingen, Langhalden;23;;;727;VSK-bkk;4671;Kreuzlingen;TG;*;*;;;731'398;277'868;437;▲;▲
8573403;85;73403;8;Kreuzlingen, Löwenstrasse;25;;;801;PAG;4671;Kreuzlingen;TG;*;*;;;730'349;278'888;417;▲;▲
8581682;85;81682;7;Kreuzlingen, Möösliweg;22;;;801;PAG;4671;Kreuzlingen;TG;*;*;;;731'092;277'590;467;▲;▲
8573377;85;73377;4;Kreuzlingen, MOWAG;18;;;801;PAG;4671;Kreuzlingen;TG;*;*;;;729'404;278'965;401;▲;▲
8594913;85;94913;1;Kreuzlingen, Neudorfstrasse;27;;;727;VSK-bkk;4671;Kreuzlingen;TG;*;*;;;731'643;278'396;410;▲;▲
8594908;85;94908;1;Kreuzlingen, Paulistrasse;25;;;727;VSK-bkk;4671;Kreuzlingen;TG;*;*;;;731'389;278'551;405;▲;▲
8573401;85;73401;2;Kreuzlingen, Rebstockplatz;26;;;801;PAG;4671;Kreuzlingen;TG;*;*;;;729'591;278'887;417;▲;▲
8594895;85;94895;0;Kreuzlingen, Remisbergplatz;27;;;727;VSK-bkk;4671;Kreuzlingen;TG;*;*;;;730'863;278'369;430;▲;▲
8581680;85;81680;1;Kreuzlingen, Remisbergstrasse;29;;;801;PAG;4671;Kreuzlingen;TG;*;*;;;730'947;278'307;421;▲;▲
8594585;85;94585;7;Kreuzlingen, Ribistrasse;24;;;727;VSK-bkk;4696;Tägerwilen;TG;*;*;;;728'920;278'975;425;▲;▲
8580245;85;80245;4;Kreuzlingen, Rosenegg;21;;;727;VSK-bkk;4671;Kreuzlingen;TG;*;*;;;730'234;278'545;420;▲;▲
8594903;85;94903;2;Kreuzlingen, Rosenweg;21;;;727;VSK-bkk;4671;Kreuzlingen;TG;*;*;;;729'650;278'464;420;▲;▲
8594899;85;94899;2;Kreuzlingen, Rothaus;20;;;727;VSK-bkk;4671;Kreuzlingen;TG;*;*;;;731'099;277'962;457;▲;▲
8594898;85;94898;4;Kreuzlingen, Sägenösch;22;;;727;VSK-bkk;4671;Kreuzlingen;TG;*;*;;;730'676;277'912;457;▲;▲
8594910;85;94910;7;Kreuzlingen, Schwimmbad;23;;;727;VSK-bkk;4671;Kreuzlingen;TG;*;*;;;732'256;278'652;404;▲;▲
8581679;85;81679;3;Kreuzlingen, Schützenstrasse;28;;;801;PAG;4671;Kreuzlingen;TG;*;*;;;729'920;279'230;420;▲;▲
8594914;85;94914;9;Kreuzlingen, Seeblickstrasse;28;;;727;VSK-bkk;4671;Kreuzlingen;TG;*;*;;;729'810;278'199;461;▲;▲
8581717;85;81717;1;Kreuzlingen, Seepark;20;;;801;PAG;4671;Kreuzlingen;TG;*;*;;;732'050;278'158;409;▲;▲
8594902;85;94902;4;Kreuzlingen, Seeschau;21;;;727;VSK-bkk;4671;Kreuzlingen;TG;*;*;;;729'419;278'558;438;▲;▲
8573405;85;73405;3;Kreuzlingen, Seminar;20;;;801;PAG;4671;Kreuzlingen;TG;*;*;;;730'772;278'595;419;▲;▲
8581698;85;81698;3;Kreuzlingen, Sonnenweg;22;;;801;PAG;4671;Kreuzlingen;TG;*;*;;;730'429;279'081;415;▲;▲
8595084;85;95084;0;Kreuzlingen, Sonnenwiesenstr.;29;;;727;VSK-bkk;4671;Kreuzlingen;TG;*;*;;;732'150;278'583;400;▲;▲
8594904;85;94904;0;Kreuzlingen, Spiesshaldenstr.;29;;;727;VSK-bkk;4671;Kreuzlingen;TG;*;*;;;729'912;278'358;420;▲;▲
8594907;85;94907;3;Kreuzlingen, Wasenstrasse;25;;;727;VSK-bkk;4671;Kreuzlingen;TG;*;*;;;731'207;278'785;405;▲;▲
8581996;85;81996;1;Kreuzlingen, Weiherstrasse;26;;;801;PAG;4671;Kreuzlingen;TG;*;*;;;729'700;279'217;408;▲;▲
8595085;85;95085;7;Kreuzlingen, Wolfagger;22;;;727;VSK-bkk;4671;Kreuzlingen;TG;*;*;;;730'600;278'050;456;▲;▲
8573409;85;73409;5;Kreuzlingen, Zihlstrasse;24;;;801;PAG;4671;Kreuzlingen;TG;*;*;;;732'464;278'044;409;▲;▲
8506387;85;6387;5;Kreuzstrasse;12;;KREU;22;AB-ab;3251;Altstätten;SG;*;*;;;756'117;248'151;821;▲;▲
8518954;85;18954;8;Kreuzungsstation Geren;22;;GEMG;48;MGB-fo;6076;Obergoms;VS;*;;;;674'856;153'892;1461;▲;▲
8518955;85;18955;5;Kreuzungsstation Rotondo;24;;ROTD;48;MGB-fo;6076;Obergoms;VS;*;;;;679'934;155'875;1557;▲;▲
8504198;85;4198;8;Kriechenwil, Oberdorf;21;;;801;PAG;666;Kriechenwil;BE;*;*;;;583'935;195'632;536;▲;▲
8504197;85;4197;0;Kriechenwil, Schulhaus;22;;;801;PAG;666;Kriechenwil;BE;*;*;;;583'275;195'464;527;▲;▲
8500459;85;459;8;Kriegstetten, Dorfplatz;23;;;883;BSU;2525;Kriegstetten;SO;*;*;;;612'086;224'853;455;▲;▲
8578070;85;78070;0;Kriegstetten, Subingenstrasse;29;;;883;BSU;2525;Kriegstetten;SO;*;*;;;611'952;225'589;455;▲;▲
8530359;85;30359;4;Kriens KSB;10;;;3090;KSB;1059;Kriens;LU;*;*;;;663'698;209'920;492;▲;▲
8516351;85;16351;9;Kriens Mattenhof;16;;KRM;86;ZB;1059;Kriens;LU;*;*;;;665'659;208'758;489;▲;▲
8508453;85;8453;3;Kriens PB;9;;;136;PB;1059;Kriens;LU;*;*;;;663'793;209'161;492;▲;▲
8581812;85;81812;0;Kriens, Alpenstrasse;20;;;820;VBL;1059;Kriens;LU;*;*;;;664'651;209'698;469;▲;▲
8589698;85;89698;5;Kriens, Bachstrasse;19;;;820;VBL;1059;Kriens;LU;*;*;;;663'671;209'003;529;▲;▲
8589699;85;89699;3;Kriens, Bergstrasse;19;;;820;VBL;1059;Kriens;LU;*;*;;;664'260;210'330;577;▲;▲
8580573;85;80573;9;Kriens, Busschleife;19;;;820;VBL;1059;Kriens;LU;*;*;;;663'710;209'583;490;▲;▲
8589700;85;89700;9;Kriens, Dattenberg;18;;;820;VBL;1059;Kriens;LU;*;*;;;664'953;210'392;529;▲;▲
8589701;85;89701;7;Kriens, Dattenbergrain;22;;;820;VBL;1059;Kriens;LU;*;*;;;664'564;210'191;552;▲;▲
8589702;85;89702;5;Kriens, Dattenmatt;18;;;820;VBL;1059;Kriens;LU;*;*;;;665'491;208'115;450;▲;▲
8589703;85;89703;3;Kriens, Ehrendingen;19;;;820;VBL;1059;Kriens;LU;*;*;;;663'183;209'966;561;▲;▲
8589704;85;89704;1;Kriens, Eichenspes;18;;;820;VBL;1059;Kriens;LU;*;*;;;662'938;209'678;519;▲;▲
8573044;85;73044;0;Kriens, Feldmühle;17;;;820;VBL;1059;Kriens;LU;*;*;;;662'894;209'580;512;▲;▲
8589705;85;89705;8;Kriens, Friedhofstrasse;23;;;820;VBL;1059;Kriens;LU;*;*;;;664'221;209'201;479;▲;▲
8589706;85;89706;6;Kriens, Gabeldingen;19;;;820;VBL;1059;Kriens;LU;*;*;;;663'737;210'271;589;▲;▲
8589707;85;89707;4;Kriens, Gabeldingen Schulhaus;29;;;820;VBL;1059;Kriens;LU;*;*;;;663'981;210'324;585;▲;▲
8589709;85;89709;0;Kriens, Gemeindehaus;20;;;820;VBL;1059;Kriens;LU;*;*;;;663'911;209'683;485;▲;▲
8589710;85;89710;8;Kriens, Grabenhof;17;;;820;VBL;1059;Kriens;LU;*;*;;;665'191;208'519;456;▲;▲
8589711;85;89711;6;Kriens, Grossfeldstrasse;24;;;820;VBL;1059;Kriens;LU;*;*;;;664'228;209'453;480;▲;▲
8589712;85;89712;4;Kriens, Grosshofstrasse;23;;;820;VBL;1059;Kriens;LU;*;*;;;665'322;210'108;456;▲;▲
8589713;85;89713;2;Kriens, Guetrüti;16;;;820;VBL;1059;Kriens;LU;*;*;;;664'461;208'580;519;▲;▲
8589714;85;89714;0;Kriens, Himmelrichstrasse;25;;;820;VBL;1059;Kriens;LU;*;*;;;664'279;209'002;477;▲;▲
8589715;85;89715;7;Kriens, Hofmatt-Bellpark;24;;;820;VBL;1059;Kriens;LU;*;*;;;664'117;209'566;481;▲;▲
8589716;85;89716;5;Kriens, Johanneskirche;22;;;820;VBL;1059;Kriens;LU;*;*;;;664'255;209'342;478;▲;▲
8589717;85;89717;3;Kriens, Josef Schryberstrasse;29;;;820;VBL;1059;Kriens;LU;*;*;;;663'378;209'232;507;▲;▲
8589718;85;89718;1;Kriens, Kirchbühl;17;;;820;VBL;1059;Kriens;LU;*;*;;;663'758;209'259;505;▲;▲
8589719;85;89719;9;Kriens, Klösterli;17;;;820;VBL;1059;Kriens;LU;*;*;;;663'490;209'105;521;▲;▲
8589720;85;89720;7;Kriens, Krauerhalle;19;;;820;VBL;1059;Kriens;LU;*;*;;;664'086;209'409;487;▲;▲
8589722;85;89722;3;Kriens, Kuonimatt;17;;;820;VBL;1059;Kriens;LU;*;*;;;665'724;208'330;446;▲;▲
8589723;85;89723;1;Kriens, Kupferhammer;20;;;820;VBL;1059;Kriens;LU;*;*;;;664'884;209'900;471;▲;▲
8589724;85;89724;9;Kriens, Lauerzweg;17;;;820;VBL;1059;Kriens;LU;*;*;;;664'853;209'075;466;▲;▲
8589721;85;89721;5;Kriens, Mattenhof;17;;;820;VBL;1059;Kriens;LU;*;*;;;665'627;208'841;448;▲;▲
8589726;85;89726;4;Kriens, Nidfeld;15;;;820;VBL;1059;Kriens;LU;*;*;;;665'209;209'140;459;▲;▲
8589728;85;89728;0;Kriens, Obere Weinhalde;23;;;820;VBL;1059;Kriens;LU;*;*;;;663'608;210'081;554;▲;▲
8589729;85;89729;8;Kriens, Oberhusrain;19;;;820;VBL;1059;Kriens;LU;*;*;;;664'184;210'078;515;▲;▲
8589730;85;89730;6;Kriens, Oberhusweg;18;;;820;VBL;1059;Kriens;LU;*;*;;;663'991;209'976;499;▲;▲
8589731;85;89731;4;Kriens, Oberkuonimatt;21;;;820;VBL;1059;Kriens;LU;*;*;;;665'425;208'650;452;▲;▲
8589732;85;89732;2;Kriens, Pilatus-Bahnen;22;;;820;VBL;1059;Kriens;LU;*;*;;;663'749;209'168;515;▲;▲
8589733;85;89733;0;Kriens, Pilatusmarkt;20;;;820;VBL;1059;Kriens;LU;*;*;;;665'485;207'808;448;▲;▲
8589697;85;89697;7;Kriens, Pulvermühle;19;;;820;VBL;1059;Kriens;LU;*;*;;;663'230;209'541;505;▲;▲
8589734;85;89734;8;Kriens, Roggernhalde;20;;;820;VBL;1059;Kriens;LU;*;*;;;664'342;208'818;493;▲;▲
8589735;85;89735;5;Kriens, Rosenstrasse;20;;;820;VBL;1059;Kriens;LU;*;*;;;665'639;208'488;449;▲;▲
8589736;85;89736;3;Kriens, Schachenstrasse;23;;;820;VBL;1059;Kriens;LU;*;*;;;664'468;209'610;475;▲;▲
8589737;85;89737;1;Kriens, Schappe-Center;22;;;820;VBL;1059;Kriens;LU;*;*;;;663'435;209'565;496;▲;▲
8589738;85;89738;9;Kriens, Senti;13;;;820;VBL;1059;Kriens;LU;*;*;;;663'078;209'434;509;▲;▲
8589739;85;89739;7;Kriens, Sidhalde;16;;;820;VBL;1059;Kriens;LU;*;*;;;664'627;208'383;523;▲;▲
8589740;85;89740;5;Kriens, Sportweg;16;;;820;VBL;1059;Kriens;LU;*;*;;;664'669;209'153;469;▲;▲
8589741;85;89741;3;Kriens, St. Niklausengasse;26;;;820;VBL;1059;Kriens;LU;*;*;;;663'439;209'509;498;▲;▲
8589742;85;89742;1;Kriens, Sternmatt;17;;;820;VBL;1059;Kriens;LU;*;*;;;665'395;208'848;454;▲;▲
8589767;85;89767;8;Kriens, Südpol;14;;;820;VBL;1059;Kriens;LU;*;*;;;665'164;209'530;461;▲;▲
8589743;85;89743;9;Kriens, Südstrasse;18;;;820;VBL;1059;Kriens;LU;*;*;;;663'211;209'258;510;▲;▲
8589744;85;89744;7;Kriens, Unter-Dattenberg;24;;;820;VBL;1059;Kriens;LU;*;*;;;665'007;210'328;507;▲;▲
8589745;85;89745;4;Kriens, Wiggenhof;17;;;820;VBL;1059;Kriens;LU;*;*;;;665'092;208'235;457;▲;▲
8589725;85;89725;6;Kriens, Zentrum Pilatus;23;;;820;VBL;1059;Kriens;LU;*;*;;;663'910;209'543;486;▲;▲
8589746;85;89746;2;Kriens, Zumhof;14;;;820;VBL;1059;Kriens;LU;*;*;;;663'477;210'196;585;▲;▲
8589747;85;89747;0;Kriens, Zumhofstrasse;21;;;820;VBL;1059;Kriens;LU;*;*;;;663'016;209'892;549;▲;▲
8589748;85;89748;8;Kriens, Zunacher;16;;;820;VBL;1059;Kriens;LU;*;*;;;664'397;209'288;475;▲;▲
8589727;85;89727;2;Kriens,Obere Dattenbergstrasse;30;;;820;VBL;1059;Kriens;LU;*;*;;;664'378;210'096;523;▲;▲
8508454;85;8454;1;Krienseregg;11;;;136;PB;1059;Kriens;LU;*;*;;;662'793;207'331;1029;▲;▲
8530893;85;30893;2;Krienseregg (2. Sekt. Talst.);29;;;136;PB;1059;Kriens;LU;*;;;;662'793;207'331;1029;▲;▲
8574171;85;74171;0;Kriessern, Baggersee;20;;;138;BOS/rtb;3254;Oberriet (SG);SG;*;*;;;763'175;247'250;419;▲;▲
8574170;85;74170;2;Kriessern, Dorf;15;;;138;BOS/rtb;3254;Oberriet (SG);SG;*;*;;;763'702;248'248;419;▲;▲
8588223;85;88223;3;Kriessern, Gassermadstrasse;27;;;138;BOS/rtb;3254;Oberriet (SG);SG;*;*;;;763'517;248'349;412;▲;▲
8595700;85;95700;1;Kriessern, Schützenwiese;24;;;138;BOS/rtb;3254;Oberriet (SG);SG;*;*;;;763'641;247'857;417;▲;▲
8506616;85;6616;7;Krinau, Fabrik Feldmoos;23;;;801;PAG;3379;Wattwil;SG;*;*;;;722'539;242'093;765;▲;▲
8574005;85;74005;0;Krinau, Mühle;13;;;801;PAG;3379;Wattwil;SG;*;*;;;722'100;241'975;800;▲;▲
8574006;85;74006;8;Krinau, Rössli;14;;;801;PAG;3379;Wattwil;SG;*;*;;;721'811;241'969;809;▲;▲
8506265;85;6265;3;Kronberg;8;;;255;LJK;3102;Gonten;AI;*;*;;;742'899;239'568;1655;▲;▲
8506263;85;6263;8;Kronbühl, alte Post;19;;;801;PAG;3204;Wittenbach;SG;*;*;;*;747'579;258'218;618;▲;▲
8574240;85;74240;3;Kronbühl, Bruggbach;19;;;801;PAG;3204;Wittenbach;SG;*;*;;;747'808;257'887;637;▲;▲
8574253;85;74253;6;Kronbühl, Kantonalbank;22;;;801;PAG;3204;Wittenbach;SG;*;*;;;747'476;258'328;615;▲;▲
8506298;85;6298;4;Krummenau;9;;KRU;36;SOB-bt;3360;Nesslau;SG;*;*;;*;730'905;234'547;713;▲;▲
8587338;85;87338;0;Krummenau, Restaurant Adler;27;;KRRA;36;SOB-bt;3360;Nesslau;SG;*;*;;;731'219;234'331;713;▲;▲
8591907;85;91907;6;Krummenau, Trempel;18;;KRTR;36;SOB-bt;3352;Ebnat-Kappel;SG;*;*;;;730'630;234'678;727;▲;▲
8530603;85;30603;5;Krümmenschwil;13;;;3128;SKR;3360;Nesslau;SG;*;*;;;730'989;234'012;732;▲;▲
8506119;85;6119;2;Kurzrickenbach Seepark;22;;KURZ;11;SBB;4671;Kreuzlingen;TG;*;*;;*;732'073;278'416;403;▲;▲
8508888;85;8888;0;Kyburg Bad;10;;;801;PAG;2465;Buchegg;SO;*;*;;;605'657;220'943;470;▲;▲
8587857;85;87857;9;Kyburg, Ausserdorf;18;;;773;VBG;296;Illnau-Effretikon;ZH;*;*;;;698'383;256'779;625;▲;▲
8575947;85;75947;2;Kyburg, Billikon;16;;;773;VBG;296;Illnau-Effretikon;ZH;*;*;;;697'144;255'459;625;▲;▲
8503375;85;3375;3;Kyburg, Dorf;12;;;773;VBG;296;Illnau-Effretikon;ZH;*;*;;;698'469;257'084;625;▲;▲
8575948;85;75948;0;Kyburg, Ettenhusen;18;;;773;VBG;296;Illnau-Effretikon;ZH;*;*;;;697'930;256'162;645;▲;▲
8502101;85;2101;4;Kölliken;8;;KK;11;SBB;4276;Kölliken;AG;*;*;;*;644'426;243'103;428;▲;▲
8502122;85;2122;0;Kölliken Oberdorf;17;;KKO;11;SBB;4276;Kölliken;AG;*;*;;*;643'879;241'696;444;▲;▲
8517174;85;17174;4;Kölliken Sondermülldeponie;26;;KSMD;11;SBB;4276;Kölliken;AG;*;*;;;643'233;241'585;450;▲;▲
8587475;85;87475;0;Kölliken, Chäsi;15;;;11;SBB;4276;Kölliken;AG;*;*;;;644'193;242'250;438;▲;▲
8587474;85;87474;3;Kölliken, Landi;15;;;11;SBB;4276;Kölliken;AG;*;*;;;644'173;242'415;440;▲;▲
8507083;85;7083;9;Köniz;5;;KOE;52;BLS-gbs;355;Köniz;BE;*;*;;*;598'212;197'087;572;▲;▲
8516995;85;16995;3;Köniz Waldegg (Agl);19;;KOEW;52;BLS-gbs;355;Köniz;BE;*;;;;598'291;198'336;553;▲;▲
8580927;85;80927;7;Köniz, Bahnhof;14;;;801;PAG;355;Köniz;BE;*;*;;;598'223;197'071;571;▲;▲
8571413;85;71413;9;Köniz, Brühlplatz;17;;;827;SVB Auto;355;Köniz;BE;*;*;;;598'300;197'200;572;▲;▲
8590096;85;90096;9;Köniz, Landorf;14;;;827;SVB Auto;355;Köniz;BE;*;*;;;597'277;196'546;601;▲;▲
8590095;85;90095;1;Köniz, Leen;11;;;827;SVB Auto;355;Köniz;BE;*;*;;;596'621;196'675;625;▲;▲
8590097;85;90097;7;Köniz, Mösliweg;15;;;827;SVB Auto;355;Köniz;BE;*;*;;;597'650;196'625;598;▲;▲
8590057;85;90057;1;Köniz, Sandwürfi Friedhof;25;;;827;SVB Auto;355;Köniz;BE;*;*;;;598'350;196'450;599;▲;▲
8571415;85;71415;4;Köniz, Schloss;14;;;801;PAG;355;Köniz;BE;*;*;;;598'112;196'578;589;▲;▲
8589267;85;89267;9;Köniz, Stapfen Friedhof;23;;;827;SVB Auto;355;Köniz;BE;*;*;;;598'530;196'618;604;▲;▲
8590121;85;90121;5;Köniz, Stapfenrain;18;;;827;SVB Auto;355;Köniz;BE;*;*;;;598'736;196'547;611;▲;▲
8590098;85;90098;5;Köniz, Weiermatt;16;;;827;SVB Auto;355;Köniz;BE;*;*;;;597'980;196'777;583;▲;▲
8571414;85;71414;7;Köniz, Zentrum;14;;;801;PAG;355;Köniz;BE;*;*;;;598'218;196'938;574;▲;▲
8509064;85;9064;7;Küblis;6;;KUEB;72;RhB;3882;Küblis;GR;*;*;;*;777'713;198'551;810;▲;▲
8575081;85;75081;0;Küblis, Bahnhof;15;;;801;PAG;3882;Küblis;GR;*;*;;;777'725;198'550;813;▲;▲
8580193;85;80193;6;Küblis, Dalvazza;16;;;801;PAG;3882;Küblis;GR;*;*;;;777'436;198'632;820;▲;▲
8575088;85;75088;5;Küblis, Dorfplatz;17;;;801;PAG;3882;Küblis;GR;*;*;;;778'141;198'573;814;▲;▲
8581443;85;81443;4;Küblis, Prada;13;;;801;PAG;3882;Küblis;GR;*;*;;;778'990;198'552;881;▲;▲
8571399;85;71399;0;Kühlewil, Heim;14;;;801;PAG;888;Wald (BE);BE;*;*;;;601'533;194'409;788;▲;▲
8587179;85;87179;8;Kümmertshausen;14;;;801;PAG;4476;Erlen;TG;*;*;;;735'600;269'700;481;▲;▲
8582166;85;82166;0;Kümmertshausen, Hauptstrasse;28;;;801;PAG;4476;Erlen;TG;*;*;;;735'533;269'713;480;▲;▲
8502120;85;2120;4;Küngoldingen;12;;KGD;11;SBB;4280;Oftringen;AG;*;*;;*;638'046;239'131;434;▲;▲
8572680;85;72680;2;Küngoldingen, Post;18;;KUPO;723;BDWM/rbz;4280;Oftringen;AG;*;*;;;638'206;239'334;426;▲;▲
8572567;85;72567;1;Künten, Gried;13;;;801;PAG;4031;Künten;AG;*;*;;;667'298;248'858;427;▲;▲
8502881;85;2881;1;Künten, Post;12;;;801;PAG;4031;Künten;AG;*;*;;;667'187;249'310;421;▲;▲
8503141;85;3141;9;Küsnacht Goldbach;17;;KGO;11;SBB;154;Küsnacht (ZH);ZH;*;*;;*;685'971;242'399;417;▲;▲
8503101;85;3101;3;Küsnacht ZH;11;;KUES;11;SBB;154;Küsnacht (ZH);ZH;*;*;;*;686'336;241'548;415;▲;▲
8503657;85;3657;4;Küsnacht ZH (See);17;;;194;ZSG;154;Küsnacht (ZH);ZH;*;*;;;686'132;241'530;406;▲;▲
8503682;85;3682;2;Küsnacht ZH Heslibach;21;;;194;ZSG;154;Küsnacht (ZH);ZH;*;*;;;686'603;240'383;406;▲;▲
8576222;85;76222;9;Küsnacht ZH, Allmend;20;;;849;VBZ;154;Küsnacht (ZH);ZH;*;*;;;687'598;241'195;415;▲;▲
8576223;85;76223;7;Küsnacht ZH, Bahnhof;20;;;849;VBZ;154;Küsnacht (ZH);ZH;*;*;;;686'355;241'558;415;▲;▲
8576218;85;76218;7;Küsnacht ZH, Bergstrasse;24;;;849;VBZ;154;Küsnacht (ZH);ZH;*;*;;;687'031;241'032;415;▲;▲
8576208;85;76208;8;Küsnacht ZH, Boglerenstrasse;28;;;849;VBZ;154;Küsnacht (ZH);ZH;*;*;;;686'452;242'343;415;▲;▲
8576206;85;76206;2;Küsnacht ZH, Bühlstrasse;24;;;849;VBZ;154;Küsnacht (ZH);ZH;*;*;;;686'243;242'948;415;▲;▲
8590701;85;90701;4;Küsnacht ZH, Gartenstrasse;26;;;849;VBZ;154;Küsnacht (ZH);ZH;*;*;;;686'871;240'705;422;▲;▲
8576207;85;76207;0;Küsnacht ZH, Goldbacherstrasse;30;;;849;VBZ;154;Küsnacht (ZH);ZH;*;*;;;686'308;242'668;415;▲;▲
8590702;85;90702;2;Küsnacht ZH, Hallenbad;22;;;849;VBZ;154;Küsnacht (ZH);ZH;*;*;;;686'684;240'932;417;▲;▲
8576220;85;76220;3;Küsnacht ZH, Hesligenstrasse;28;;;849;VBZ;154;Küsnacht (ZH);ZH;*;*;;;687'293;241'186;415;▲;▲
8576219;85;76219;5;Küsnacht ZH, Himmelistrasse;27;;;849;VBZ;154;Küsnacht (ZH);ZH;*;*;;;687'222;240'970;415;▲;▲
8576217;85;76217;9;Küsnacht ZH, Ob. Heslibachstr.;30;;;849;VBZ;154;Küsnacht (ZH);ZH;*;*;;;686'713;241'303;415;▲;▲
8590703;85;90703;0;Küsnacht ZH, Oberfeld;21;;;849;VBZ;154;Küsnacht (ZH);ZH;*;*;;;686'994;240'816;429;▲;▲
8576216;85;76216;1;Küsnacht ZH, Oberwacht;22;;;849;VBZ;154;Küsnacht (ZH);ZH;*;*;;;686'630;241'580;415;▲;▲
8576221;85;76221;1;Küsnacht ZH, Ränkestrasse;25;;;849;VBZ;154;Küsnacht (ZH);ZH;*;*;;;687'452;241'052;415;▲;▲
8590704;85;90704;8;Küsnacht ZH, Reform. Kirche;27;;;849;VBZ;154;Küsnacht (ZH);ZH;*;*;;;686'589;241'267;422;▲;▲
8576210;85;76210;4;Küsnacht ZH, Schiedhaldensteig;30;;;849;VBZ;154;Küsnacht (ZH);ZH;*;*;;;686'802;241'801;415;▲;▲
8576209;85;76209;6;Küsnacht ZH, Schiedhaldenstr.;29;;;849;VBZ;154;Küsnacht (ZH);ZH;*;*;;;686'478;241'975;415;▲;▲
8576211;85;76211;2;Küsnacht ZH, Schübel;20;;;849;VBZ;154;Küsnacht (ZH);ZH;*;*;;;687'030;241'836;415;▲;▲
8590705;85;90705;5;Küsnacht ZH, Zentrum;20;;;849;VBZ;154;Küsnacht (ZH);ZH;*;*;;;686'433;241'452;418;▲;▲
8505002;85;5002;1;Küssnacht am Rigi;17;;KUE;11;SBB;1331;Küssnacht (SZ);SZ;*;*;;*;675'546;215'210;457;▲;▲
8508488;85;8488;9;Küssnacht am Rigi (See);23;;;185;SGV;1331;Küssnacht (SZ);SZ;*;*;;;675'944;214'806;449;▲;▲
8530387;85;30387;5;Küssnacht am Rigi LKüS;22;;;281;LKüS;1331;Küssnacht (SZ);SZ;*;*;;;676'042;214'383;452;▲;▲
8591699;85;91699;9;Küssnacht am Rigi, Astrid-Kap.;30;;;841;AAGS;1331;Küssnacht (SZ);SZ;*;*;;;675'299;214'680;448;▲;▲
8577205;85;77205;3;Küssnacht am Rigi, Bahnhof;26;;;841;AAGS;1331;Küssnacht (SZ);SZ;*;*;;;675'528;215'162;457;▲;▲
8577209;85;77209;5;Küssnacht am Rigi, Breitfeld;28;;;841;AAGS;1331;Küssnacht (SZ);SZ;*;*;;;675'882;213'785;479;▲;▲
8591703;85;91703;9;Küssnacht am Rigi, Chliarniweg;30;;;841;AAGS;1331;Küssnacht (SZ);SZ;*;*;;;675'582;215'584;502;▲;▲
8587557;85;87557;5;Küssnacht am Rigi, Ebnet;24;;;839;ZVB;1331;Küssnacht (SZ);SZ;*;*;;;676'375;215'513;449;▲;▲
8577210;85;77210;3;Küssnacht am Rigi, Eichholtern;30;;;841;AAGS;1331;Küssnacht (SZ);SZ;*;*;;;675'577;213'134;465;▲;▲
8587583;85;87583;1;Küssnacht am Rigi, Ellbögli;27;;;839;ZVB;1331;Küssnacht (SZ);SZ;*;*;;;676'742;217'739;457;▲;▲
